,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_movie_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,movie_score,aspect_ratio,movie_facebook_likes,profit
624,Color,Will Finn,51.0,88.0,6.0,854.0,Oliver Platt,2000.0,8460990.0,Adventure|Animation|Family|Fantasy|Musical,Lea Michele,Legends of Oz: Dorothy's Return ,5116,6946,Jim Belushi,1.0,jester|kansas|oz|princess|tornado,http://www.movie.com/title/tt0884726/?ref_=fn_tt_tt_1,54.0,English,USA,PG,70000000.0,2013.0,1000.0,5.6,,5000,-61539010.0
625,Color,Michael Mann,261.0,133.0,0.0,301.0,Archie Kao,26000.0,7097125.0,Action|Crime|Drama|Mystery|Thriller,Chris Hemsworth,Blackhat ,38983,28129,Brandon Molale,1.0,chinese|computer|cybercrime|hacker|one word title,http://www.movie.com/title/tt2717822/?ref_=fn_tt_tt_1,207.0,English,USA,R,70000000.0,2015.0,326.0,5.4,2.35,11000,-62902875.0
626,Color,Kerry Conran,197.0,106.0,14.0,582.0,Laurence Olivier,11000.0,37760080.0,Action|Adventure|Mystery|Sci-Fi|Thriller,Angelina Jolie Pitt,Sky Captain and the World of Tomorrow ,72868,12871,Bai Ling,2.0,captain|pilot|reporter|robot|scientist,http://www.movie.com/title/tt0346156/?ref_=fn_tt_tt_1,618.0,English,USA,PG,70000000.0,2004.0,1000.0,6.1,1.85,0,-32239920.0
627,Color,Michael Caton-Jones,159.0,116.0,105.0,246.0,Indira Varma,844.0,5851188.0,Crime|Mystery|Thriller,Charlotte Rampling,Basic Instinct 2 ,31124,1899,Neil Maskell,1.0,drugs|murder|psychiatrist|scotland yard|sex,http://www.movie.com/title/tt0430912/?ref_=fn_tt_tt_1,313.0,English,UK,R,70000000.0,2006.0,729.0,4.2,2.35,764,-64148812.0
628,Color,Mikael Håfström,286.0,115.0,101.0,585.0,50 Cent,13000.0,25121291.0,Action|Crime|Mystery|Sci-Fi|Thriller,Sylvester Stallone,Escape Plan ,177653,15708,Matt Gerald,1.0,cia agent|escape|muslim|prison|ship,http://www.movie.com/title/tt1211956/?ref_=fn_tt_tt_1,279.0,English,USA,R,50000000.0,2013.0,1000.0,6.7,2.35,34000,-24878709.0
629,Color,Renny Harlin,156.0,99.0,212.0,182.0,Luke Newberry,576.0,18821279.0,Action|Adventure|Fantasy,Roxanne McKee,The Legend of Hercules ,44891,1520,Gaia Weiss,0.0,ancient greece|forbidden love|hercules|king|slavery,http://www.movie.com/title/tt1043726/?ref_=fn_tt_tt_1,202.0,English,USA,PG-13,70000000.0,2014.0,358.0,4.2,2.35,12000,-51178721.0
634,Color,Joseph Ruben,40.0,105.0,29.0,97.0,Robert Blake,584.0,35324232.0,Action|Comedy|Crime|Drama|Thriller,Vincent Pastore,Money Train ,32224,1132,Aida Turturro,1.0,bare breasts|breast|loan shark|subway|train,http://www.movie.com/title/tt0113845/?ref_=fn_tt_tt_1,62.0,English,USA,R,68000000.0,1995.0,220.0,5.6,2.35,617,-32675768.0
636,Color,Alejandro Amenábar,180.0,141.0,448.0,334.0,Ashraf Barhom,614.0,617840.0,Adventure|Drama|History|Romance,Max Minghella,Agora ,52496,1829,Rupert Evans,2.0,christian|love|philosophy|prefect|slave,http://www.movie.com/title/tt1186830/?ref_=fn_tt_tt_1,172.0,English,Spain,R,70000000.0,2009.0,451.0,7.2,2.35,29000,-69382160.0
637,Color,Kinka Usher,125.0,121.0,18.0,776.0,Wes Studi,1000.0,29655590.0,Action|Comedy|Fantasy|Sci-Fi,Janeane Garofalo,Mystery Men ,53970,3986,Eddie Izzard,4.0,bowling|rajah|sphinx|spleen|superhero,http://www.movie.com/title/tt0132347/?ref_=fn_tt_tt_1,435.0,English,USA,PG-13,65000000.0,1999.0,855.0,6.0,1.85,0,-35344410.0
639,Color,Michael Mann,209.0,157.0,0.0,680.0,Rip Torn,14000.0,28965197.0,Biography|Drama|Thriller,Al Pacino,The Insider ,133526,18216,Debi Mazar,1.0,cbs|cbs news|research|tobacco|whistleblower,http://www.movie.com/title/tt0140352/?ref_=fn_tt_tt_1,521.0,English,USA,R,68000000.0,1999.0,826.0,7.9,2.35,0,-39034803.0
641,Color,Ridley Scott,238.0,128.0,0.0,135.0,Simon McBurney,29000.0,39380442.0,Action|Drama|Thriller,Leonardo DiCaprio,Body of Lies ,174248,29824,Michael Gaston,1.0,cia|jordan|middle east|spy|terrorist,http://www.movie.com/title/tt0758774/?ref_=fn_tt_tt_1,263.0,English,USA,R,70000000.0,2008.0,149.0,7.1,2.35,0,-30619558.0
643,Color,Timur Bekmambetov,393.0,105.0,335.0,911.0,Dominic Cooper,3000.0,37516013.0,Action|Fantasy|Horror,Rufus Sewell,Abraham Lincoln: Vampire Hunter ,128629,8281,Benjamin Walker,0.0,chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter,http://www.movie.com/title/tt1611224/?ref_=fn_tt_tt_1,348.0,English,USA,R,69000000.0,2012.0,3000.0,5.9,2.35,98000,-31483987.0
647,Color,Doug Lefler,90.0,102.0,4.0,112.0,Nonso Anozie,14000.0,5932060.0,Action|Adventure|Fantasy|War,Colin Firth,The Last Legion ,29285,14625,Owen Teale,0.0,5th century|boy|capri|roman legion|soldier,http://www.movie.com/title/tt0462396/?ref_=fn_tt_tt_1,174.0,English,UK,PG-13,35000000.0,2007.0,394.0,5.4,2.35,0,-29067940.0
649,Color,Scott Waugh,327.0,132.0,76.0,464.0,Dominic Cooper,3000.0,43568507.0,Action|Crime|Drama|Thriller,Rami Malek,Need for Speed ,136954,7081,Ramon Rodriguez,1.0,cross country|custom car|illegal street racing|police officer crushed|street racing,http://www.movie.com/title/tt2369135/?ref_=fn_tt_tt_1,346.0,English,USA,PG-13,66000000.0,2014.0,3000.0,6.5,2.35,32000,-22431493.0
652,Color,Lawrence Kasdan,175.0,136.0,759.0,354.0,Michael O'Neill,11000.0,33685268.0,Drama|Horror|Sci-Fi|Thriller,Morgan Freeman,Dreamcatcher ,75573,12194,Reece Thompson,1.0,alien|friend|maine|military|woods,http://www.movie.com/title/tt0285531/?ref_=fn_tt_tt_1,662.0,English,USA,R,68000000.0,2003.0,599.0,5.5,2.35,4000,-34314732.0
669,Color,Mike Newell,141.0,117.0,179.0,403.0,Kirsten Dunst,8000.0,63695760.0,Drama,Julia Roberts,Mona Lisa Smile ,61490,12850,Marian Seldes,1.0,art|college|school|student|wellesley college,http://www.movie.com/title/tt0304415/?ref_=fn_tt_tt_1,264.0,English,USA,PG-13,65000000.0,2003.0,4000.0,6.4,1.85,0,-1304240.0
670,Color,Larry Charles,313.0,99.0,119.0,174.0,Aasif Mandvi,600.0,59617068.0,Comedy|Romance,Sayed Badreya,The Dictator ,213863,1375,Horatio Sanz,0.0,dictator|hotel|oil|overalls|sunglasses,http://www.movie.com/title/tt1645170/?ref_=fn_tt_tt_1,310.0,English,USA,R,65000000.0,2012.0,346.0,6.4,2.35,59000,-5382932.0
671,Color,Stanley Kubrick,280.0,159.0,0.0,521.0,Vinessa Shaw,10000.0,55637680.0,Drama|Mystery|Thriller,Tom Cruise,Eyes Wide Shut ,227071,11424,Sydney Pollack,1.0,doctor|orgy|party|pianist|sexual fantasy,http://www.movie.com/title/tt0120663/?ref_=fn_tt_tt_1,1500.0,English,UK,R,65000000.0,1999.0,580.0,7.3,1.66,10000,-9362320.0
674,Color,McG,241.0,103.0,368.0,520.0,Abigail Spencer,27000.0,54758461.0,Action|Comedy|Romance,Tom Hardy,This Means War ,147641,29808,Warren Christie,3.0,best friend|cia|cia agent|dating|undercover,http://www.movie.com/title/tt1596350/?ref_=fn_tt_tt_1,238.0,English,USA,PG-13,65000000.0,2012.0,1000.0,6.3,2.35,18000,-10241539.0
675,Color,David S. Goyer,185.0,122.0,687.0,957.0,Natasha Lyonne,16000.0,52397389.0,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,Ryan Reynolds,Blade: Trinity ,132954,19764,John Michael Higgins,0.0,blade|blood|dracula|vampire hunter|vampire slayer,http://www.movie.com/title/tt0359013/?ref_=fn_tt_tt_1,514.0,English,USA,R,65000000.0,2004.0,1000.0,5.9,2.35,0,-12602611.0
677,Color,Mike Nichols,117.0,143.0,0.0,210.0,Adrian Lester,509.0,38966057.0,Comedy|Drama,Maura Tierney,Primary Colors ,23940,1409,Paul Guilfoyle,0.0,campaigning|candidate|election|governor|president,http://www.movie.com/title/tt0119942/?ref_=fn_tt_tt_1,157.0,English,France,R,65000000.0,1998.0,317.0,6.7,2.35,688,-26033943.0
678,Color,Paul W.S. Anderson,239.0,96.0,545.0,974.0,Boris Kodjoe,14000.0,42345531.0,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Resident Evil: Retribution ,104831,17913,Bingbing Li,0.0,corporation|fight|rescue|umbrella|zombie,http://www.movie.com/title/tt1855325/?ref_=fn_tt_tt_1,423.0,English,Germany,R,65000000.0,2012.0,1000.0,5.4,2.35,32000,-22654469.0
679,Color,Paul W.S. Anderson,230.0,111.0,545.0,805.0,Max Ryan,26000.0,36064910.0,Action|Sci-Fi|Thriller,Jason Statham,Death Race ,166610,28643,Joan Allen,4.0,armored car|car|murder|prison|warden,http://www.movie.com/title/tt0452608/?ref_=fn_tt_tt_1,211.0,English,USA,R,45000000.0,2008.0,872.0,6.4,2.35,0,-8935090.0
680,Color,Renny Harlin,94.0,121.0,212.0,263.0,Craig Bierko,394.0,33328051.0,Action|Crime|Drama|Mystery|Thriller,Melina Kanakaredes,The Long Kiss Goodnight ,60508,1531,Yvonne Zima,2.0,amnesia|chase|foot chase|strong female character|vomiting,http://www.movie.com/title/tt0116908/?ref_=fn_tt_tt_1,285.0,English,USA,R,65000000.0,1996.0,380.0,6.7,2.35,4000,-31671949.0
681,Color,Taylor Hackford,134.0,135.0,138.0,184.0,Alun Armstrong,324.0,32598931.0,Action|Drama|Thriller,Pamela Reed,Proof of Life ,49300,1013,Michael Kitchen,1.0,jungle|pipeline|prisoner|ransom|south america,http://www.movie.com/title/tt0228750/?ref_=fn_tt_tt_1,265.0,English,USA,R,65000000.0,2000.0,192.0,6.2,2.35,892,-32401069.0
682,Color,Jon Favreau,136.0,101.0,4000.0,539.0,Josh Hutcherson,17000.0,28045540.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Kristen Stewart,Zathura: A Space Adventure ,67707,32232,Jonah Bobo,0.0,2000s|coke|meeting future self|reference to spongebob squarepants|sony,http://www.movie.com/title/tt0406375/?ref_=fn_tt_tt_1,202.0,English,USA,PG,65000000.0,2005.0,14000.0,6.1,1.85,0,-36954460.0
683,Color,David Fincher,315.0,151.0,21000.0,637.0,Meat Loaf,11000.0,37023395.0,Drama,Brad Pitt,Fight Club ,1347461,13209,Eugenie Bondurant,2.0,anti establishment|dark humor|fighting|multiple personality disorder|surprise ending,http://www.movie.com/title/tt0137523/?ref_=fn_tt_tt_1,2968.0,English,USA,R,63000000.0,1999.0,783.0,8.8,2.35,48000,-25976605.0
684,Color,McG,96.0,131.0,368.0,383.0,Kimberly Williams-Paisley,11000.0,43532294.0,Drama|Sport,Matthew McConaughey,We Are Marshall ,46951,12088,Brian Geraghty,0.0,coach|football|football team|marshall university|university,http://www.movie.com/title/tt0758794/?ref_=fn_tt_tt_1,175.0,English,USA,PG,65000000.0,2006.0,529.0,7.1,2.35,0,-21467706.0
686,Color,Michael Lehmann,60.0,100.0,36.0,554.0,James Coburn,13000.0,17218080.0,Action|Adventure|Comedy,Bruce Willis,Hudson Hawk ,43376,15944,Richard E. Grant,0.0,blackmail|burglar|critically bashed|leonardo da vinci|prison,http://www.movie.com/title/tt0102070/?ref_=fn_tt_tt_1,249.0,English,USA,R,70000000.0,1991.0,773.0,5.7,1.85,0,-52781920.0
687,Color,Nora Ephron,60.0,105.0,0.0,506.0,Michael Moore,975.0,10014234.0,Comedy|Crime,Michael Rapaport,Lucky Numbers ,8560,3580,Richard Schiff,1.0,celebrity|lottery|murder|snowmobile|weatherman,http://www.movie.com/title/tt0219952/?ref_=fn_tt_tt_1,69.0,English,France,R,65000000.0,2000.0,909.0,5.0,1.85,177,-54985766.0
688,Color,Stuart Beattie,308.0,92.0,72.0,568.0,Kevin Grevioux,623.0,19059018.0,Action|Fantasy|Sci-Fi|Thriller,Caitlin Stasey,"I, Frankenstein ",65709,3165,Miranda Otto,0.0,army|creature|demon|frankenstein|gargoyle,http://www.movie.com/title/tt1418377/?ref_=fn_tt_tt_1,194.0,English,Australia,PG-13,65000000.0,2014.0,593.0,5.1,2.35,15000,-45940982.0
689,Color,Roman Polanski,127.0,130.0,2000.0,25.0,Barney Clark,268.0,1987287.0,Crime|Drama,Ian McNeice,Oliver Twist ,25474,450,Tony Noble,0.0,boy|character name in title|orphan|pickpocket|workhouse,http://www.movie.com/title/tt0380599/?ref_=fn_tt_tt_1,138.0,English,UK,PG-13,50000000.0,2005.0,85.0,6.9,2.35,0,-48012713.0
690,Color,Rob Bowman,196.0,100.0,38.0,1000.0,Cary-Hiroyuki Tagawa,3000.0,24407944.0,Action|Crime|Fantasy|Thriller,Jennifer Garner,Elektra ,71202,7048,Goran Visnjic,0.0,assassin|battle|heroine|martial arts|spin off,http://www.movie.com/title/tt0357277/?ref_=fn_tt_tt_1,380.0,English,Canada,PG-13,43000000.0,2005.0,1000.0,4.8,2.35,0,-18592056.0
691, Black and White,Frank Miller,339.0,102.0,436.0,6000.0,Bruce Willis,23000.0,13750556.0,Action|Crime|Thriller,Joseph Gordon-Levitt,Sin City: A Dame to Kill For ,111102,49433,Eva Green,3.0,box office flop|female frontal nudity|female rear nudity|jackpot|rescue,http://www.movie.com/title/tt0458481/?ref_=fn_tt_tt_1,239.0,English,USA,R,65000000.0,2014.0,13000.0,6.5,1.85,32000,-51249444.0
692,Color,Sydney Pollack,96.0,133.0,521.0,970.0,Kristin Scott Thomas,11000.0,31054924.0,Drama|Mystery|Romance,Harrison Ford,Random Hearts ,17025,16710,Bill Cobbs,1.0,death|plane crash|police|police sergeant|politician,http://www.movie.com/title/tt0156934/?ref_=fn_tt_tt_1,290.0,English,USA,R,64000000.0,1999.0,1000.0,5.1,1.85,295,-32945076.0
693,Color,Baltasar Kormákur,361.0,121.0,175.0,221.0,Martin Henderson,963.0,43247140.0,Adventure|Biography|Drama|History|Sport|Thriller,Michael Kelly,Everest ,134625,2131,Tom Goodman-Hill,0.0,blizzard|mount everest|mountain|mountain climbing|snow,http://www.movie.com/title/tt2719848/?ref_=fn_tt_tt_1,265.0,English,UK,PG-13,55000000.0,2015.0,580.0,7.1,2.35,40000,-11752860.0
694,Color,Tom Tykwer,226.0,147.0,670.0,16.0,David Calder,177.0,2208939.0,Crime|Drama|Fantasy,Michael Smiley,Perfume: The Story of a Murderer ,190490,253,Simon Chandler,0.0,18th century|perfume|scent|sense of smell|smell,http://www.movie.com/title/tt0396171/?ref_=fn_tt_tt_1,482.0,English,Germany,R,50000000.0,2006.0,27.0,7.5,2.35,26000,-47791061.0
696,Color,David Bowers,138.0,94.0,42.0,668.0,Charlize Theron,12000.0,19548064.0,Action|Animation|Comedy|Family|Sci-Fi,Nicolas Cage,Astro Boy ,25681,23365,Dee Bradley Baker,1.0,betrayal|futuristic|gladiator|robot|scientist,http://www.movie.com/title/tt0375568/?ref_=fn_tt_tt_1,77.0,English,Hong Kong,PG,65000000.0,2009.0,9000.0,6.3,2.35,0,-45451936.0
698,Color,Lawrence Kasdan,40.0,212.0,759.0,812.0,Catherine O'Hara,2000.0,25052000.0,Adventure|Biography|Crime|Drama|Western,Dennis Quaid,Wyatt Earp ,35314,5708,Isabella Rossellini,0.0,historically inaccurate|name calling|penis slur|vomiting|wyatt earp,http://www.movie.com/title/tt0111756/?ref_=fn_tt_tt_1,145.0,English,USA,PG-13,63000000.0,1994.0,925.0,6.6,2.35,0,-37948000.0
700,Color,Daniel Lee,68.0,103.0,10.0,7.0,Peng Lin,21.0,72413.0,Action|Adventure|Drama|History,Si Won Choi,Dragon Blade ,11584,58,Sung-jun Yoo,3.0,child fugitive|final battle|martial art|silk road|sword,http://www.movie.com/title/tt3672840/?ref_=fn_tt_tt_1,86.0,Mandarin,China,R,65000000.0,2015.0,18.0,6.1,2.35,0,-64927587.0
701,Color,Keenen Ivory Wayans,78.0,98.0,322.0,723.0,Brittany Daniel,979.0,58255287.0,Comedy|Crime,Chazz Palminteri,Littleman ,39471,6334,John Witherspoon,1.0,diamond|infant|parody|spoof|sports violence,http://www.movie.com/title/tt0430304/?ref_=fn_tt_tt_1,187.0,English,USA,PG-13,64000000.0,2006.0,862.0,4.3,1.85,0,-5744713.0
704,Color,Marco Schnabel,150.0,87.0,12.0,645.0,Romany Malco,3000.0,32178777.0,Comedy|Romance|Sport,Justin Timberlake,The Love Guru ,43300,6658,Verne Troyer,6.0,bloopers during credits|bucket of popcorn|chastity belt|guru|toronto maple leafs,http://www.movie.com/title/tt0811138/?ref_=fn_tt_tt_1,250.0,English,USA,PG-13,62000000.0,2008.0,966.0,3.8,2.35,0,-29821223.0
705,Color,Demian Lichtenstein,113.0,125.0,11.0,867.0,Bokeem Woodbine,11000.0,15738632.0,Action|Comedy|Crime|Thriller,Jon Lovitz,3000 Miles to Graceland ,38076,14536,Ice-T,2.0,casino|elvis impersonator|gun|heist|rascal,http://www.movie.com/title/tt0233142/?ref_=fn_tt_tt_1,399.0,English,USA,R,42000000.0,2001.0,904.0,5.9,2.35,0,-26261368.0
714,Color,Mark Dindal,161.0,81.0,10.0,397.0,Fred Willard,925.0,135381507.0,Adventure|Animation|Comedy|Family|Sci-Fi,Catherine O'Hara,Chicken Little ,63912,2252,Amy Sedaris,0.0,alien invasion|chicken|fish|friend|panic,http://www.movie.com/title/tt0371606/?ref_=fn_tt_tt_1,251.0,English,USA,G,150000000.0,2005.0,729.0,5.8,1.85,912,-14618493.0
726,Color,Eric Darnell,131.0,83.0,35.0,754.0,Woody Allen,13000.0,90646554.0,Adventure|Animation|Comedy|Family,Sylvester Stallone,Antz ,124641,25788,Anne Bancroft,0.0,ant|friend|princess|soldier|worker,http://www.movie.com/title/tt0120587/?ref_=fn_tt_tt_1,289.0,English,USA,PG,105000000.0,1998.0,11000.0,6.6,1.85,0,-14353446.0
750,Color,Guillermo del Toro,242.0,132.0,0.0,160.0,Rupert Evans,366.0,59035104.0,Action|Fantasy|Horror|Sci-Fi,James Babson,Hellboy ,244566,1112,Brian Steele,1.0,assassin|demon|hero|nazi|superhero,http://www.movie.com/title/tt0167190/?ref_=fn_tt_tt_1,597.0,English,USA,PG-13,66000000.0,2004.0,334.0,6.8,1.85,0,-6964896.0
751,Color,Steven Zaillian,110.0,115.0,234.0,521.0,Kathleen Quinlan,3000.0,56702901.0,Drama,Robert Duvall,A Civil Action ,23302,4713,Sydney Pollack,1.0,1980s|law firm|lawsuit|lawyer|toxic waste,http://www.movie.com/title/tt0120633/?ref_=fn_tt_tt_1,181.0,English,USA,PG-13,60000000.0,1998.0,552.0,6.5,2.35,1000,-3297099.0
752,Color,Chris Butler,328.0,92.0,28.0,586.0,Kodi Smit-McPhee,10000.0,55994557.0,Adventure|Animation|Comedy|Family|Fantasy,Anna Kendrick,ParaNorman ,72287,13597,Elaine Stritch,0.0,curse|ghost|outcast|witch|zombie,http://www.movie.com/title/tt1623288/?ref_=fn_tt_tt_1,176.0,English,USA,PG,60000000.0,2012.0,884.0,7.0,2.35,12000,-4005443.0
753,Color,Michael Caton-Jones,83.0,124.0,105.0,460.0,Bruce Willis,24000.0,54910560.0,Action|Adventure|Crime|Thriller,J.K. Simmons,The Jackal ,88225,38227,Sophie Okonedo,0.0,assassin|fbi|ira|jackal|russian,http://www.movie.com/title/tt0119395/?ref_=fn_tt_tt_1,227.0,English,USA,R,60000000.0,1997.0,13000.0,6.3,2.35,0,-5089440.0
754,Color,John Woo,196.0,119.0,610.0,716.0,Joe Morton,834.0,53789313.0,Action|Mystery|Sci-Fi|Thriller,Ivana Milicevic,Paycheck ,89816,3637,Callum Rennie,0.0,anti hero|babe scientist|engineer|memory|money,http://www.movie.com/title/tt0338337/?ref_=fn_tt_tt_1,347.0,English,USA,PG-13,60000000.0,2003.0,780.0,6.3,2.35,0,-6210687.0
755,Color,Jon Avnet,34.0,124.0,50.0,672.0,Stockard Channing,1000.0,51045801.0,Drama|Romance,Joe Mantegna,Up Close & Personal ,11370,3653,Raymond Cruz,2.0,journalism|news anchor|newscast|newscaster|tv journalism,http://www.movie.com/title/tt0118055/?ref_=fn_tt_tt_1,54.0,English,USA,PG-13,60000000.0,1996.0,944.0,6.1,1.85,829,-8954199.0
756,Color,Sam Fell,118.0,93.0,18.0,903.0,Matthew Broderick,9000.0,50818750.0,Adventure|Animation|Comedy|Family|Fantasy,Emma Watson,The Tale of Despereaux ,31209,13403,Frank Langella,0.0,book|darkness|dungeon|princess|rat,http://www.movie.com/title/tt0420238/?ref_=fn_tt_tt_1,106.0,English,UK,G,60000000.0,2008.0,2000.0,6.1,2.35,0,-9181250.0
758,Color,Kevin Donovan,81.0,98.0,11.0,107.0,Debi Mazar,966.0,50189179.0,Action|Comedy|Sci-Fi,Romany Malco,The Tuxedo ,61966,2018,Ritchie Coster,2.0,chauffeur|hospital|secret agent|spying|tuxedo,http://www.movie.com/title/tt0290095/?ref_=fn_tt_tt_1,207.0,English,USA,PG-13,60000000.0,2002.0,680.0,5.3,1.85,797,-9810821.0
759,Color,Geoff Murphy,47.0,92.0,14.0,488.0,Brenda Bakke,789.0,50024083.0,Action|Thriller,Peter Greene,Under Siege 2: Dark Territory ,35918,2318,Patrick Kilpatrick,1.0,colorado|niece|satellite|terrorist|train,http://www.movie.com/title/tt0114781/?ref_=fn_tt_tt_1,126.0,English,USA,R,60000000.0,1995.0,520.0,5.4,1.85,1000,-9975917.0
760,Color,Kenneth Branagh,313.0,105.0,0.0,288.0,Nonso Anozie,539.0,50549107.0,Action|Drama|Thriller,Colm Feore,Jack Ryan: Shadow Recruit ,99035,1411,Gemma Chan,3.0,covert analyst|marine|russian|spy|stock market,http://www.movie.com/title/tt1205537/?ref_=fn_tt_tt_1,289.0,English,USA,PG-13,60000000.0,2014.0,394.0,6.2,2.35,17000,-9450893.0
761,Color,David O. Russell,315.0,124.0,737.0,14000.0,Robert De Niro,34000.0,56443482.0,Biography|Comedy|Drama,Jennifer Lawrence,Joy ,75329,75793,Bradley Cooper,3.0,based on real person|female inventor|mop|sales pitch|woman holding a shotgun,http://www.movie.com/title/tt2446980/?ref_=fn_tt_tt_1,256.0,English,USA,PG-13,60000000.0,2015.0,22000.0,6.6,1.85,24000,-3556518.0
763,Color,Jean-Pierre Jeunet,223.0,116.0,0.0,672.0,Michael Wincott,1000.0,47748610.0,Action|Horror|Sci-Fi,Gary Dourdan,Alien: Resurrection ,170179,3090,Raymond Cruz,0.0,alien|blood|breeding|clone|scientist,http://www.movie.com/title/tt0118583/?ref_=fn_tt_tt_1,656.0,English,USA,R,75000000.0,1997.0,720.0,6.3,2.35,0,-27251390.0
764,Color,Antoine Fuqua,198.0,124.0,845.0,295.0,Ned Beatty,650.0,46975183.0,Action|Crime|Drama|Mystery|Thriller,Tate Donovan,Shooter ,256213,1640,Louis Ferreira,0.0,colonel|ethiopia|marksman|on the run|rangefinder,http://www.movie.com/title/tt0822854/?ref_=fn_tt_tt_1,338.0,English,USA,R,61000000.0,2007.0,467.0,7.2,2.35,0,-14024817.0
765,Color,Graham Annable,219.0,96.0,7.0,642.0,Dee Bradley Baker,874.0,50807639.0,Adventure|Animation|Comedy|Family|Fantasy,Isaac Hempstead Wright,The Boxtrolls ,40883,3151,Tracy Morgan,3.0,chase|puppet animation|red hat|stop motion animation|troll,http://www.movie.com/title/tt0787474/?ref_=fn_tt_tt_1,122.0,English,USA,PG,60000000.0,2014.0,668.0,6.8,1.85,11000,-9192361.0
766,Color,Griffin Dunne,92.0,104.0,165.0,944.0,Dianne Wiest,1000.0,46611204.0,Comedy|Drama|Fantasy|Romance,Goran Visnjic,Practical Magic ,55749,4294,Stockard Channing,1.0,curse|death|island|love|magic,http://www.movie.com/title/tt0120791/?ref_=fn_tt_tt_1,257.0,English,USA,PG-13,48000000.0,1998.0,967.0,6.1,2.35,0,-1388796.0
769,Color,Rob Bowman,138.0,101.0,38.0,11000.0,Gerard Butler,23000.0,43060566.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Christian Bale,Reign of Fire ,107859,53024,Matthew McConaughey,0.0,castle|dragon|fire breathing dragon|militia|survival,http://www.movie.com/title/tt0253556/?ref_=fn_tt_tt_1,569.0,English,USA,PG-13,60000000.0,2002.0,18000.0,6.2,2.35,0,-16939434.0
770,Color,Ruben Fleischer,415.0,113.0,181.0,300.0,Brandon Molale,33000.0,45996718.0,Action|Crime|Drama|Thriller,Ryan Gosling,Gangster Squad ,173530,34738,Wade Williams,3.0,good versus evil|machine gun|mobster|police vigilantism|year 1949,http://www.movie.com/title/tt1321870/?ref_=fn_tt_tt_1,264.0,English,USA,R,60000000.0,2013.0,301.0,6.7,2.35,40000,-14003282.0
771,Color,Harold Ramis,170.0,100.0,11000.0,485.0,Oliver Platt,10000.0,43337279.0,Adventure|Comedy,Olivia Wilde,Year One ,76770,12258,Xander Berkeley,2.0,abraham|hunter|princess|sodom|tribe,http://www.movie.com/title/tt1045778/?ref_=fn_tt_tt_1,203.0,English,USA,PG-13,60000000.0,2009.0,1000.0,4.9,1.85,0,-16662721.0
772,Color,Clint Eastwood,306.0,134.0,16000.0,204.0,Morgan Freeman,13000.0,37479778.0,Biography|Drama|History|Sport,Matt Damon,Invictus ,124222,24458,Leleti Khumalo,1.0,apartheid|nation|nelson mandela|president|rugby,http://www.movie.com/title/tt1057500/?ref_=fn_tt_tt_1,259.0,English,USA,PG-13,60000000.0,2009.0,11000.0,7.4,2.35,23000,-22520222.0
774,Color,Tony Gilroy,211.0,125.0,209.0,896.0,Tom Wilkinson,8000.0,40559930.0,Comedy|Crime|Romance|Thriller,Julia Roberts,Duplicity ,41727,10623,Denis O'Hare,0.0,ceo|dubai|product|rivalry|spy,http://www.movie.com/title/tt1135487/?ref_=fn_tt_tt_1,184.0,English,USA,PG-13,60000000.0,2009.0,1000.0,6.2,2.35,0,-19440070.0
775,Color,Donald Petrie,49.0,94.0,80.0,230.0,Ray Walston,1000.0,36830057.0,Comedy|Family|Sci-Fi,Steven Anthony Lawrence,My Favorite Martian ,10883,2151,Michael Lerner,2.0,alien|hidden camera|martian|reporter|spaceship,http://www.movie.com/title/tt0120764/?ref_=fn_tt_tt_1,73.0,English,USA,PG,65000000.0,1999.0,417.0,4.9,1.85,448,-28169943.0
776,Color,Clark Johnson,161.0,107.0,69.0,206.0,David Rasche,310.0,36279230.0,Action|Crime|Thriller,Blair Brown,The Sentinel ,42144,1352,Martin Donovan,0.0,first lady|framed|investigation|president|secret service,http://www.movie.com/title/tt0443632/?ref_=fn_tt_tt_1,213.0,English,USA,PG-13,60000000.0,2006.0,219.0,6.1,2.35,690,-23720770.0
